N	M	R_coefficient	Q_coefficient
26	6	1.0744749596210245e-13	-5.774836920825859e-14
26	7	-5.455925129700397e-13	-3.9263282269224084e-13
26	8	-1.7465711841426445e-13	8.463629986000861e-14
26	9	7.203650470373927e-13	-3.907173154543867e-13
26	10	-1.816403103043422e-13	6.227322378009049e-14
26	11	4.706832041157417e-13	2.5073247396643277e-13
26	12	-2.516499860313307e-13	-1.4358769775643963e-13
26	13	-1.189295817089243e-13	-2.4218700539922145e-13
26	14	2.20217672851156e-13	-2.997088028374493e-13
26	15	5.919174877978746e-13	-2.0059461750741616e-13
26	16	-3.4765767329242686e-13	8.391702836966412e-14
26	17	-3.7569370522228366e-14	2.983452750408809e-13
26	18	-1.0401098403437843e-13	-4.690310113922967e-13
26	19	-2.4549184992313713e-13	3.250545018448231e-13
26	20	6.253458497446866e-14	2.746610877471943e-14
26	21	8.217549494921782e-14	6.025996963785275e-14
26	22	-6.05199906473409e-13	-1.0282845226853003e-13
26	23	1.7643744576935244e-13	5.983613035271342e-14
26	24	1.2103793722158257e-13	-1.5158917193526692e-13
26	25	-6.384722817683139e-13	-5.031570792313291e-13
26	26	-5.846188322117223e-13	-3.5829322933244355e-13
27	0	-1.3056043325434383e-14	0.0
27	1	-8.510470010864041e-14	3.3613535561960917e-13
27	2	-1.3906199061175226e-13	7.958667192950571e-14
27	3	-3.102194729415701e-14	-7.723265584521485e-14
27	4	-4.774607731664846e-13	-1.5304935586518552e-13
27	5	1.2506902238526884e-13	4.730592538583748e-13
27	6	1.0678512088680614e-14	-3.911739818081567e-13
27	7	9.836376524890856e-14	4.0330007106008304e-14
27	8	4.146056786211393e-13	-6.139934287398785e-14
27	9	1.5614113167692107e-13	1.510215861726645e-13
27	10	-3.844001368117891e-14	1.2553638254569282e-13
27	11	-3.2500690852828975e-15	4.5198331691244574e-13
27	12	-2.2154202106863081e-13	1.5483389059320377e-14
27	13	-4.00806474021197e-13	-2.422417415069149e-13
27	14	1.908514752235883e-13	-3.158077343807288e-13
27	15	-8.58683375253424e-14	-2.0355257833113496e-13
27	16	5.075100497565362e-14	-2.026599870155732e-13
27	17	-2.725577819644142e-13	7.103628592579483e-14
27	18	1.8895722370469092e-13	-6.039835259841566e-13
27	19	-5.925099645055845e-14	2.292914863987854e-13
27	20	5.68831245323417e-14	-2.694962605471463e-13
27	21	4.836126085046988e-14	-1.314367453233417e-13
27	22	-3.8308789057400094e-14	2.0405539224397546e-13
27	23	5.531634932810474e-13	-3.6878507764166527e-13
27	24	-9.813571828160667e-14	-7.107993510313498e-14
27	25	1.3062452007201686e-13	4.1204811011023767e-13
27	26	3.6614118164674515e-13	-2.186879019824169e-14
27	27	5.004251884600155e-13	3.549708395909123e-14
28	0	2.194665144576757e-13	0.0
28	1	-1.2705565798244657e-13	-1.0714136211330172e-13
28	2	-2.1991241547770765e-13	2.2890481664547124e-13
28	3	-3.2258495756332614e-13	-1.783845558944671e-13
28	4	4.8863578557298706e-14	1.804713869202351e-13
28	5	2.5160368275579053e-13	-2.833572635244106e-13
28	6	-2.821927886399417e-13	-1.7095369312348789e-13
28	7	-3.318104751073365e-13	2.1472246642425125e-13
28	8	2.7564734758324934e-13	-5.027778784921122e-14
28	9	-6.671930985848678e-14	1.3324951016919218e-15
28	10	1.311480101707164e-13	1.7119999434836825e-13
28	11	3.251035497174401e-13	4.7108373669010735e-14
28	12	-3.943559264979421e-13	-2.2457417860971558e-13
28	13	6.384851782551508e-14	2.1495954727284142e-14
28	14	-7.541927210036048e-14	-9.731097903795393e-14
28	15	-7.431045231983156e-14	-1.1646652686916959e-13
28	16	-8.57616160924167e-14	-2.5390739560720488e-14
28	17	-1.8480473567816824e-13	-5.913773109844434e-13
28	18	1.5382052043162602e-13	-1.5005312069246765e-13
28	19	2.1161227607984028e-13	-8.398057578263603e-14
28	20	-9.947156811851653e-14	9.091380520746732e-14
28	21	1.2359230538091078e-13	1.0238097952656286e-13
28	22	-3.936813629810096e-14	8.341460165718329e-14
28	23	6.584184040307615e-14	-3.943418506691949e-13
28	24	-1.315458975530788e-13	5.579483936865363e-13
28	25	-3.154847975741999e-14	2.233650639938835e-13
28	26	7.482559358578805e-14	-2.1013078808258083e-13
28	27	-3.083211658550238e-13	1.58915258281741e-13
28	28	-2.442952475297459e-13	6.171628165287666e-13
29	0	1.8457500281410843e-13	0.0
29	1	4.0995255662887325e-13	6.10378253386732e-14
29	2	2.0892451453066887e-13	-2.5202886347693866e-13
29	3	1.6704207928910232e-13	3.970396158742265e-14
29	4	1.777808455743937e-13	3.133269545911641e-14
29	5	1.1430804000501134e-13	9.256666328863486e-14
29	6	-9.307618010463979e-14	7.343465059835778e-14
29	7	-2.619299079295731e-13	-5.121411930092511e-14
29	8	-4.446989848828832e-14	9.987008285983676e-14
29	9	4.9533217386853986e-14	3.374260390543067e-13
29	10	1.7554549141181632e-13	-1.7715740034806826e-13
29	11	5.195191454777844e-13	-8.382402069691683e-14
29	12	-6.699324195546728e-14	1.0759258381692501e-13
29	13	4.596276457415466e-14	-1.6090154784122517e-13
29	14	-3.5767563295813e-13	-2.525785447747504e-13
29	15	-1.0437017353962945e-13	1.3613994439947649e-13
29	16	-3.511348168379809e-14	-7.988297758945927e-13
29	17	9.416428801696323e-14	-1.4477559901052046e-13
29	18	1.7696123492855068e-13	-3.048974912123826e-13
29	19	2.835208446608418e-13	2.4028874793977826e-13
29	20	-4.560487316318442e-13	1.5962119919985305e-13
29	21	3.7344125277639683e-13	3.680279893820611e-14
29	22	-3.7741725371657545e-13	2.896802703859174e-14
29	23	-1.4048048200515352e-13	1.5827076947471072e-13
29	24	1.0852930072052181e-13	-3.9702824802461076e-14
29	25	-4.333055879006239e-13	-2.8659394544758656e-13
29	26	-1.1022435826839688e-13	6.755457165718228e-14
29	27	3.888050998264215e-13	7.42065349368792e-14
29	28	2.1338951702193696e-13	-2.655724303189172e-13
29	29	-2.453532812143618e-13	-3.6390792496885045e-13
30	0	-1.770406635546567e-13	0.0
30	1	7.760550611709171e-14	-7.821625715267315e-14
30	2	-1.3181249772035061e-13	1.2257374423017417e-13
30	3	-4.064954822679472e-13	1.193747748447367e-13
30	4	3.0249370212574656e-13	-2.086134851752502e-13
30	5	2.4840098954672827e-13	-8.936884255557028e-14
30	6	9.717648325294303e-14	1.030684800276736e-13
30	7	-1.1059245133303451e-13	-2.176366238638637e-14
30	8	-6.032679914091199e-14	1.1970785461942862e-13
30	9	-2.8100162940201055e-13	-2.757404442135251e-13
30	10	1.870279125357758e-14	1.6576646413832466e-14
30	11	2.603247168397276e-13	2.296049385759855e-13
30	12	4.099875617364627e-13	-5.674643004342513e-13
30	13	1.0439935038502904e-13	1.600320077300535e-13
30	14	5.699515173388735e-14	3.256693439149903e-13
30	15	-3.447381489969205e-13	-1.9612677995849826e-13
30	16	-3.5402038952630504e-13	-1.5450407365446848e-13
30	17	-6.085604371749992e-14	-2.8473714777274797e-13
